covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
rap_mean_6h,-1.2896379179402848,0.2753704717485212,1.5454144889892718,-4.3185946575456295,1.7393188216650597,0.013318587573129998,5.693463837260529,0.0,-0.8344932230988275,0.40400310463099554,1.30756171523076
icp_mean_6h,0.9083919568785321,2.480330845886455,0.18891767259135347,0.5381201225563497,1.2786637912007146,1.7127840098243299,3.5918370733077984,0.0,4.808401164476912,1.5214221708541301e-06,19.326148035402458
cpp_mean_6h,0.9531551196370173,2.593880766269118,0.1935739749154918,0.5737571004583935,1.332553138815641,1.7749231042832185,3.7907092500990207,0.0,4.92398381576415,8.479985294953604e-07,20.16943490118201
map_mean_6h,-0.949613759529636,0.38689042734036555,0.1933243651936363,-1.328522552643232,-0.5707049664160401,0.2648683013298542,0.5651269027515724,0.0,-4.912023161583849,9.014140151417606e-07,20.081306783030765
amp_mean_6h,-0.16855547199827967,0.8448843946933086,0.18660446763577834,-0.5342935079186754,0.197182563922116,0.5860832070578503,1.2179663771288003,0.0,-0.9032767228664247,0.36637904727654647,1.4485910948765324
